MainOP,Option,Measure1,Measure2
gkkSRTmyQPO,"eSQO7,14yhyVb,qAlQ8UA,6FMBxJ,WOynvysj,Irqth,PFFKzQvUbn,HdjYId0,kmoZ82c72,YdtLC2K",0.6481,0.105
qgzrra2G,I5GoSS8,0.86564,-0.455
yXYIaHpahz5gs9B,"s267C3,vdwZvA,MoIxVP4oQ,Uma0ypV,cqULBD7,2u44DxFSoP",0.73575,0.344
Aib3az2uMSx1NqXN,AEvoPAd,0.62684,-0.343
H51KtBi2ZlCXf,"fvQgj,dwq5L,z9d81WD8Tf,9m3WpN,8dnbHSO8,8AIp2n0QmZ,HM3GD,CIab2q8OE,KFzDST3STS",0.2421,0.816
WRT0hLfGL0ofjwJr,"HBgt8nt4ue,HS5wh,qSVnHO,vJJZ7KVuHE,w8ZAcOw",0.8001,-0.849
OvP2ZKrvVgSTI,"3mUyB,jRmCWPU,8OQazX57,hFuA2ei,TtNvz9A,JXahzZr8G,gMxuUgu,LJWyMgC",0.50474,-0.078
fU5hPO4m,"Hng5Z,SQlmiVuw",0.07117,0.895
Tnx63gqqJck,"uuBTHlZ,eQLsq6Ae,65BBZTWtN,OAGv3ymZ3j,JmqE8a,r6oSTYuYwr",0.60775,0.505
l5Aefxt3,"gzfHVwTWKc,vRhsXy,nuGxBs,jESr6txu",0.62127,-0.81
aXh3C6KAfMu3tcOTgY,"APstzSWUd,dt5d8,vbaKXu0edv,UJQ056N1F7,q6d88OxgO,CUBL6kDwpu",0.14531,-0.097
m5gCMUe5elbG6yKojj,"zLNWSkq,XYC457h,X6Usg2QRE,lpIIW8O,LiF32v,ZpbysVUJI,9FkyhwJU",0.63548,0.351
y9UHNMcJ5hzKhkSlLvBb,"kFDZYpu3Fu,sChdYs5,NF8aSdc,lnqM66FOWz,q2rCdjzB,YABayBr05F,igpe4Kq6V,OO2cjpPy,xFh8xk,wydduZ2Q6",0.63464,0.048
1VEdeeBuc6MAfQpGpkV,"UTgXdL,ts7SXvG,73d8Agkdn0,VNFChMt21,i8OqZRpO,zg9L924,i7OomK,wwfGZK,xepP4Gkjt",0.78861,0.874
18ZU6gvSTc0zrB,"jSlvffA3ny,2sUrOo1,bFeAdkMcl,1GjgFJ5T,ULx8s,Ubd7dRSNP,YJBGh4k,p5bl6b,U5fJTFUJU",0.42224,-0.008
7bAEmelzZpxonZ31nDPf,"W2icm,Pp3VZG,SL7Wr6,nsv5RFj,r61iv,ie4v7p,fLwcy",0.96897,-0.567
wtAZMqvdXbaqeSE6qax,"oSYWgYn,cOK0Zs,K75nCGeG,kuZn2r",0.21348,0.488
UteWSRWSKFHzIN,"O0Ps4fQaPH,XCyRFzHHI,LZ8rRx,BUwCM",0.86634,0.088
o0F3nOCHZ,"PFM5Z,Sy5ZW,rMQcQP,2yqXQ,rHPHysqhW",0.46635,-0.31
mbA1iBCd3i8i0,"T5amm,Xq9m78xMR,Qwusd0i1,9UPUzmOUU,4yxYacXF2,erzF5VJL,6D1Oju5,j3z9ZCYcZ",0.3755,-0.918
R2c7MxKGQfZ,"kWqhKsBv7,1BCQZlUa6T,tHQquTP5",0.61893,-0.851
sNd0XsySj5rZVY5,"kler0CH2,cSMgOQ,92G8UYK,N0pV8LB9c1,PE7Li,LlgTEJ",0.68681,0.486
E6F9iOmxolaDvuyOZ,"MzwDSRrMZ,t58Ia4,NDY3W68lKX,6rASW7zy,1Ro2ZaW,O0yVO5,yn3SoQl,sxGMSKU,emYluVR,49UrzzsZ",0.27869,-0.608
7y13f4EI4PyxBmv,"rRfObt,GhpLKZDAP,HVUJdp",0.41842,0.461
QD8FfrcjTxs,"lHjDBZnjW,EIkN7wuV,r6QhWewOd,NUDitnsxNa,CEcld6d,evRBk7Jpvp,EZ0S1,UJCE0,xi2xSdy,9KxisndX",0.63946,-0.516
VtJM4IqcCNEe,"APCct,WWYFQw8zp,0sTIIQJHJ,y1uiQ,d0HKf,KHnSm,Q6v9T17ZEu",0.98911,-0.216
6gHPfTkPPLB,"0ZlHPXAq,1sxruiEEm,7Ipaha,sgxIrH5",0.65784,-0.733
4GltTfhyXy0nn,"qwIMKl,xbQ1xCQ,tkRZJnKq7,kF3cN",0.2188,0.087
bIRHBuXu43IM,"qcrPrKBaQS,h5sOY3kea,DRQibtY,Y88myC,OeTb1MR,w0Afzd4w",0.09765,-0.821
aqCLgFpBQSVyeir4d,"E7N1pnK,6XhILsL,Tq3Xy,Ovb46L2",0.23992,-0.703
eY8mFgn9p,Xkis0Qe,0.0066,0.578
0iiFwF,"9q50sHDbuY,7SQN3f,Mo3wh,hVE0sCg,k17jKv,Jd5Tqzeby",0.80033,-0.387
OGNvho3Dx9,"N97AE8G0ix,4nVHFYR,XPSKwBKG6m,k0qBgevs,wHoMbk4nWh,r9d9jOfeJh,DCAwwc2xW,a6iqAFKR,NApoSOICC,87eRBZ",0.71023,0.741
BgbmXc9hv4YHZ9oq,"Rz7zBEu,HzoK8ZLeI,urlzxFfX,UsxDE3Ihau,1mkJzHn,XhrRIDIfvg",0.45692,0.614
4bfH6T3c7p,"B6x9z1WIwr,6YZ5jkvqVG,iJiIpjwPEf,rYPo9GIgq,I2kXdeRO,W7a7n,t8bG3VjpU,kezWUc",0.18177,0.279
MN5nQD2k,"2AVKc,o8IChz1u6",0.27813,0.621
iyH1Tg4lZgkRMzB,"ajIyS91M,ITPwcezZF,OG706kij3,ccPdQmX1HL,gUwgB1cQ",0.84163,-0.164
3cN0kDu,"UPBDaSu,00b6M,48AdE5g4oD,jAxcq,q6CgO,A9aqiMNs",0.08962,-0.952
Oo1gJgmaLJW,"cUcniyLkP,enTCVm9XGy,aDMFze",0.38707,-0.76
QEDGYj1,"JpfMJQT,77MbRuFrK,EOlJ74h1KU,BaqzdEid,zueHhy,arzAOx4S,xNHaXHC,kFGJT,57Ci51Gh",0.02959,0.694
SePvNsu,"m3FhlyoQ8,R6JT0,LjDAGH,N0TsQ,WZO7UA",0.67999,-0.032
hiDUr9Z7EPQfO,"svXY1QFQr6,owfB46n,cQLWDjbio,JX7E113,TtEK8E,cWS7Y0,xUb9buo",0.3806,-0.787
55hOxHB,"Q1e51,apvQdo,jZrUip,XMKp1si,cpyjQ,n8WFna,KoZg7",0.98945,-0.539
ahgVEfBezyCqr,"FzprRH,q34gNC1p,FCQl0zGsI,uMvax4qs",0.00259,0.269
ui1oLcplpXsIrl,"TTLPPrgD,agtZECH3,OupDJe0B,gU51DL47,SYzJM",0.90423,0.572
FpCeGsrNsL7b8D1,"a23vQG,5CJjfmz5Nh,E73uE1h,7i3g2X,Cxz90,cY2gm,R7lHraG6C,MfmRK,w8NLleD7PH",0.46028,0.843
tlwgPcgJwTVdYHgch,"fJvRZ,2z07S,xvXGSDBpOU,XnS3isfRd",0.51823,0.801
9z8fNbVJREKaxPGTtT,"E1Ajz,KvY26E,IA6OvsB,BxrgYuTCAF,iYINivkv",0.79246,-0.629
rzRf4gcpC,"VJQlS3ak,DnA0WqIFa,xIURmj0YLK,wVQryGh,orkYlSus9U,ogT20F,V3yaB11,CmCzvH5j,rxKzMExJ",0.47478,0.734
POuhsPSfx9VyGBn9lrm,FW5cvyq5,0.24381,0.858
coM72Os2qmNr4f,"GxgQW,QG0AGw",0.89582,0.985
UO3Njw5ewRFXe,"Q00zch,v5fWxp,kraTmaNww,7kVFK044,IrGri",0.05053,0.084
tlI5lCJNqKiL7zzFz,"HuU2PX,kxB2F3It4,ZHeHD0JFS,eCBECOjAe0",0.61952,0.354
vXWi3RHjcKY5u,"FAzqWmEIQ,WrrFM,oGm2izEa,SLITmZ,0GyXUQ,80PjY,zaoZ615EN,lWPXoV2",0.32008,-0.079
2yMN0bCbmGX,"dh9eaLm,BDGJ7m,XQfjUmL,Sw4zZ1rVl,9MrTNTV,tl0zc,CJHlJ0,gt0woP,H2xlO,qfHYtPDnY9",0.63352,-0.786
GTrjaFPR0zuZp,"DtHpWn,SqtUk,PNLXGfQp,pjYvGR,9t3mhOAg2G,cvE33,luUOi5B",0.94403,0.075
ku8fMn4fr5sf7JvAmDN,"0Rw5v,YeEUWXV,6NLYL,zAPsC1D2lP,bvdDbRazMZ,dhVHq,fwtwSg,N0FBdWqpzB,32Jot,zlKISg9t5t",0.29768,-0.399
FYMirpCwiBJzb2xdiqA,"jyWPxJ5,iOZ1qY4S,SdHqxSYOE,45brH6COS,OAD7oa6dcE,Rcf1CtYQ,iUHFTc,2LDLx7imax,BhBfmnxqQL,tXxlTma5D",0.26064,-0.61
0YuSbN5B0iLLMWBQpl,"QnaysZMdj2,GqLFM7O49,u3JERSd3,FGRxXppdd,BtBOnbt64,bttjg5BW,Wo7xC,8qiu5O",0.29084,-0.15
MInRbi,"Mde1dL,ns3w5H7n",0.29315,0.794
QBFN2B1iPEG6GL,"yXVTVVqf2H,U5uRDA,rZh4eTLV,TyZnpGxycR,3wGc6YTWD1",0.11275,-0.277
yyfuTp,"pAjPu,S9tiyIdLYA,YAPVZxsK,fieAi2XrxO,tOM8bC,d9RPQB5I",0.83457,0.713
AQJvA7jx,"nGpXGQvu,bdjGA97,8Aakdz,jh5hQ,lGcHWT,YSCTW2,BiwjG1H,olMhetpIEF,RsBIpVpk,XvD4xIc",0.6684,-0.759
9OC8Vrcj8vLVKF6qa,"DTcv9,uRFIWtPtXF,1bhyqX3R,RPWisg,QFRz1T6,I6m2mblV",0.7504,-0.432
uahablJ1ZxpGgsji9kj,"niRYAPtb,h0wOil,G4ZnoD3bE2,EjQplQNv1f,MSmADNYOjv,Y7CodyxRI,0zmc02,e0DJVzfY,BQgEFk1,g3BKan8UnL",0.41678,-0.283
1KP8pKXAZAvJDtykxNPV,"wzO8rwQ,uF8X5zn5,DtNLJdU,IZoJTrZJz",0.883,0.656
q6Cx3Ml70,"Vm3GtoDAd,3Yaxb478Fv,VhBf2uB",0.40358,-0.178
ULDQUJF0e9sokTg8O7F,"csHGf5W,Bu1oA9,8lEblrXR,U1r2GB,NibvFmPu,BLsCf,rMPHAW,h1vuxi2Pl,n3Ctja,ihjAko",0.18624,0.336
KzeqX3pR6H4JKafAt4F,"8VUY7TfL,5fFWGcM,QkeeCFM,iRlJabwV,0z8qRYn,2r5uu6Tk,h2FjZ,IEAGN01V3,AYHIv0IpBw,FdRsv",0.36231,-0.67
cUyWlZTXI08H,"GxG0VFOQ,olK8qK",0.44152,-0.021
igPlwX2,"eeDCkhpC1,7TPun9y,TNF0r2PJo",0.55208,0.061
dQSERQVcQ,C0KKdwbj,0.18386,-0.168
AQxJeGXXAVX,"VIGhf,6Cf1G,JcRIWPKEer,rSTzf,Rupxl,8Wbxtk,CmwiZxI,JA5jQ,MEVOoxva",0.88472,0.48
SHWqrHtJSRtFb,"lSugmph54j,8jz0QUJY,2mW8Kxzb,jmh8u,ZKC5fn,KDj4nIjMi",0.06165,0.172
WYeB3NExC,"2pDhZ7,HvJmzus,gRQZ2Su,MO7utrR8FX,CZD1g3lA,k1MWg7KRX,5uTLiO51G0,QBegAI,tWWhzwtZB1,rvYRARD",0.0673,0.939
j2K6nb6rKP93aq,"80NoE,bcYNre",0.4625,0.21
NSkgP6NGti93L,"foOf9,rZ4QviFg,3NqpSmS1,PMWaXDQIi",0.3048,0.219
QH6DSOO3b,"vyVE8udQ,PcReOj",0.97947,-0.085
BRqHsWU8uq5cEA4nh,"QEi1DtAc,oNBhWDf,lkia02O,XQF3GykHqR",0.09031,0.011
IiDu2vIu,"PmXM0NP,lAb4jPGU,oHoPRYPwh,9QsKqGd,XUHwr6,DuR1mP,OXS3lz",0.76983,-0.07
lODEG6kJ0o,"9jM855,jVmjxwEsb,7avgq,qDFfo43stT,mM3wUscO8q,4fvZGigf06,mlXj8",0.91242,-0.205
q7dLd1gRoO8WL,"5g8Ch,hAciu,o9LVRs4,0Pc3L,p3v2rC0hb,pHPhrqa",0.16203,0.717
zw53wuHJRjVADPxY3l,"Hf6wEVP,bHJ0Rb51n,pcqPheOPH,qKHRbDDPJ,1gk9z8,bTQHmABO",0.26814,0.738
ghmOxJS,SO5QxHy6g,0.62412,0.347
Q4ZCT7aGiLNN2G,"8H2GK,jw90t24",0.58671,-0.346
oFAdtI3tF1RNVpKtb,"koaUNkcXEl,cJKTeiIEO,rTPy1AN,IzHegl6Ogc,ceLv5,5KfkXOB,6mkunazzv,wwqrq",0.21566,0.523
HYLuaCykSx3jegZ2SC,"SfDvAt,akmawKHg,3S9nLpTNBE,hpUep,kJv2kF7try,tpnfWrjA,quvEn,WeWghEPVpQ",0.57424,-0.111
V6wvYjyrahVF3hnS,"yhUJar4Bb5,YJhQIGLKt",0.44607,0.927
Zwd3WrQXD0A0SKx,"gniD5,ZULwvKijR,H9iecKr,RG5z1D,8Qu35koqQ,64NWWVHC,JpwjIa,uJDGQ,ZiTxHxDuXB",0.25454,0.181
3U2OwH1SP1BiXhbVphV,"2JdCqRo5U,KYjNeCpsKA,nkrKZH,Ug3Ljp7GKl,jAAjZV,XIfeMw9f,ii4oGyGt3,dqAVjXEx2i,ysa6Bbnh",0.71297,0.135
owNHgHWCqVzbH9U,"ILFCmgejbL,4zvugfGBii",0.1486,-0.678
BjU0kOblB,"PqXC5,dv3zEzu9v,SeZhzM3Y98,jq8cEOYb,70yv9EZu,0omI8,s9E3u",0.50464,-0.929
fduA2b,"OYkchsZj,RqJGC,mtIcF4dR9H,hruyBiZkN,GIJwnTr,N05tVexjf3",0.12181,-0.589
FbU7kRw,"xXcNnLk5,Ffem77,p0tolLgL1c,G5TGn2i4,sQFt8oYK,rME7PuCPDL,XdtIY,0z09G",0.97404,-0.288
TjeWpTFblCeWrIPQVPRU,bD7k0s,0.47369,-0.303
gWsaorhDwlM,"lVz5c,mVOZVT,wNfjMqTo6,fIvJDE,TMIdQ,I4s3Nu7crS",0.24176,0.702
eBStGLG3avcL8R8gv9dB,"KRHa929j,Q2Tu63KCp,43LJs,gwb6RNK8,yYB6Hvdt,440jO,47E6ArsRI,1mzXDXYpW6,7tw39r,bg7xgiqnB4",0.36516,0.455
WdwCQJRFpw1cOciA0aU,"4W20S6,2v2SM4T2el",0.85174,0.862
zAMdEisKa,"Lyxx7ShtS,vJb6Eg",0.11367,0.621
6dYCTJORm4,"sAh98FvxqJ,pVXEzZ,NeIvImWF,hnXqJN5J,7uHSeO,a26I0Zdp",0.41874,0.9
wJY6WU,"3vEfRc6cIZ,HiV2Bj,ZdfcrQFCA,hozvpeo,FBOntY,oxWiSLN,s2SACe,8QLgvNpe4,RsgJn,rXFEbYv",0.52395,0.569
2FBcEvGSplMRLEHqfK,"EFtbZCTt8,BErc1,QNomdgfk,u3z6ZnZpQR,UDms7,NFc778,G06NLT9v9,lYB2f,9YBora8QUq,0rOAUsIVU",0.18825,-0.172
jVfTVkqb4sq4kJACku9,"0Tw519u,3YLTCptqOM,IofWG,5Db4bMx,N1qWdr,pZ8YmpUoiG,dNdlvP5e",0.34044,0.636
j8ioYslpIX0TWL4gVumM,"IABOaDoB9,aOBUy,Lhh7XcMA,3bV8HWkcu,ZE8HgYZo9l,UMpivr2en9",0.65417,-0.981
HuipgvfgFMDEVBPhV,"kMloR99,4f4A4D,bYofBHGQ,EcfqV2GyNn,tfzBU",0.57935,0.57
5SntMvxT28CIPvMO8X9A,"LlFWhyV8tG,XcYwgLh,i0zYo,o0u7ot,BMiQn",0.96388,-0.397
Orn2sVP8pc1wPsWyfD58,SVRGDgiE1P,0.35543,-0.267
yawLgWJ4,"K8lxvbC,QaqksuTit1,pH4u2vjfG,Zb3sJp,oYyiLJ",0.77497,-0.78
dw2ScDFRdf,"B0dFjO1x5,LZb1oq",0.49883,0.347
hV1tig,"8GcP0,8VTkitJ,wBvEGE2,nCdPwwXCU,NYkuuF",0.9249,0.129
HGTemMx7,"l6jQk,a4RckPIuzc,rxb7Cf6,SHnxC,opzOL5uSrp",0.37481,-0.174
2AKpTpAkn3BziNrLyHe,"Y5YA5SVp,r8y9hQaKOM",0.48956,-0.099
OvGlO8X,"0i7AxBOn,0l2gAvWO,oE6OHeUy7,m9DPGYnU9K,RqNr8L4Eg",0.58362,0.744
JCP6B14GcRD0,qXKYMjQzSQ,0.31028,0.181
dF4Zrl,"aZIQl6,Gpo59f,HDGqxnR,M4jt8ZuZR,Qe2ftX1kGs,bBcSLPs,LIsE0XZ,RV1VYG,2WFEiHbZy",0.93268,-0.923
FVQogRrLi13,"lCGaz,uQHxgm",0.8454,0.053
alF1CWfrpGXwLp3X,"CteAS5b,HgyErjAFHk,tEV1PB,oeUjHM,bk8rGgln,70UUHuNdQU,2XcDvgn,XPz1Lrk,wqZ5vcv",0.34175,0.847
FIIUgFV3f8K,"PPWvE,hjIL8LFO3,7mCuyiv,lRMJ2Z,UjaTI1nv,J8NrugJ,VF73Zpg,tC2sVpE,84HpxYZGc,byYnDsYx",0.79603,-0.715
O7LcQ0OC4xy7vjXGgS,"347dxjNNrM,aqkGcfBo,ToomUaa1aU,vUltd,VW17ZK,PBNXhh,q9rHe,gAlj4m,36q3Gz",0.25096,-0.298
FlBsNN6SxzrOnYXU7,"yOhd3oW2I,8EszPU8KED,MtqrWktuY,f9kea0TFiF,PVQCiPSa,dCu6Fw,o2jmHsnn,eEBTBFdYPH,UJKWxNI,pWk6lP8YuG",0.4735,-0.312
hu1oVhlpLTlS,"Zxw7zt1N,GhOHaNgF,44DcXPbB,Hr5EE",0.11837,-0.812
PN5x8II,"YkOvhgStE3,8vkHLDXSo,qG31H4KI,u8Vt38JW1e,3JN2fuJn,RyjGaI",0.23593,-0.276
fq7fhRyJQmYEana1B3N,"u7zpT,2EJGax3DU,cc32EXAT1K,OY0tCEnvP,Z0XKo5,n91pl0GHWf,MaCQjSkNx,mb7Y4,J6MweeEG",0.6124,0.404
92qGD1,"rWJeNrj,nKioVIeuvv,2RpDH,1YCw6mECKP,oxYhDYGdh4,Hzf4gW,7B0pI3,MBm7DweZ2",0.27507,-0.909
rfduXjOPpp,"6GlKwWAm,iKrjUm8,2Y0mV8s6,fSy6KZY,OJk2XHyg,JkXKwMe,u3KIxnWk,4aJIZ,9AJYfb5btx,QVzekyDxC",0.56534,-0.123
pI7Du1FjmGyC,"ueRKCJO0,JeiKCOAt,zeBUGmHvaa",0.934,0.481
aTZTRLbLslBdJL,"ZYU7K,w1CbRoJwa,5h1yH,p7aX5tG8o,isPXS9OI,vx8wVp,VQkJUSztI,zqoPclUC,yZrK4Tx",0.10613,0.835
NxPqeAtGwf33exNYx2ZA,"AswAIq,j8KeM,TrPVG,NIvKcW",0.42832,-0.779
0HguVIRetjnQXRck,"2z8DaVkMU,hc6kRkAVs,NRB8nk,py9uN,hiicOz,MRzi6PG9,tARA69E",0.74876,0.75
5TDvJVEC69D9S6neRf,"iFf64i,CxpvSw,P0Ni4,lrIQzSGk3",0.16228,0.714
29wXFa1HL,"XFo9ybYE,Jbzf3DX",0.69337,-0.731
6Sz88BrAbNKtfhfEf,"KncwRirP,FlIvUBYg,MZ3eo8mqbz,1f2EouLEhj,latpa,gkyU7s,qyw5dpnzL,S4xG4o,Nla4IfcO,6ErCEm",0.18446,-0.113
6prM8ZC2RfI1cz3,"dcxcC,zHLki7qUv,UyJeeyaia8,1l6zYRO3i,0M9zhX,0RGzjpjM,gLFkeuH,NLzCd",0.16194,0.42
DNQ6w7nCes,"72QbV3tU,hT37nqpMR",0.8666,-0.222
fJNk5RdzM,"VVl3Q7oawA,OaMYR7o,pkoLmA0,No0e3JzLM,5mRaLj",0.82134,0.633
T4ujOWMyBSkpQ3Cv6N,"Ls4Ioemrqv,jPdHa7kdh,XoguPJ3r,PIJPw,OHDLdO,CM6o8JJ,72jlyOqYRb,bpRQJfaxhX,4mWNLAFOu,17D1BZK6",0.58415,0.979
YVEfQFz,wPCKtXFco,0.16748,0.625
9NFi8xYt,"pidDNj,wvq9miiX,Lu0Pq,AXAg65,wVlD3,p87BUliEg",0.20883,0.427
ZCq0Us35ERohhzHKfP,"z0IZ6nmBs4,N5P9t,cF8UvW67,2Uv3lxynOO,PiO9Zkqc,i0VFOQXQW,oCQlC6P,ULubav08p,jvEhiRFHPy",0.91248,-0.823
Ko6wXg,"pszFGx,dRnjVz,uMAu1Pgw,TwSuRYG,OQxM4XKy9,nphmGM,CPMSGa,N7fIw0,FvYrvnZ,BwSo1bS",0.98244,-0.898
L8CCHHJ,"Fp1YoDiLvF,VxdB40uCp,Ofj0OWuf0T,TWlEuj,XGPm9iq,p7FuLcof,IER8sP,TbTutJo,mWwQw4m",0.04329,-0.249
d6QiDOGzZuMuiCa,"wURxtEx0,ITRvLD9g,9dXdtg,rlWpHbGW,HjlrT82Qb,uJAhi,nxtf5JDEw4,pxulbN507,AnkPrI,n4uQcy",0.21167,-0.372
j2jh43tu,"HIy8IV4QC,BagfuCD,RvDinVuHle,J1YTt4UX0,eiNt5S,gBWQM9PM9,9ZXhUu",0.03026,0.568
9GzOfgaQa0LA4SUnWMky,"GMZUqOx8YL,0pLAR,EBL6haEMR,Ydeai",0.54516,-0.994
pwghtYJi3k7m1,"ax719,mOxTy3,hHmgRvNfQt,c9eMLd65fW,993ur,FudRn1wgRY,qmleHD,kNrGEg,HxfRzbT72,NIzeWzGw",0.92646,0.868
TUHwzIVtjHVgkz,"dULVKaD,nJNhZGeBD3,0khEK,vwgqj4HG,oD3gr2vDO,t6ZIxqAr,KhsocE,0ReXitil,4QPoHG",0.91278,0.438
Q7c3yqFkw3OevrRx,"qhwF2X7siP,srEy2q,arP5DlH8b1,nqUI9sLw,12hTIayn,M67fG",0.85678,-0.976
QZVfedIWGWL,"NGHHPcvY9,LsDH8",0.11522,0.264
9rfNiKV7A1z3KK,"7oe7r,Y8GLRfU3ep,thUyCnoDFy,yJgCvEHnC,vbNdEL3MXJ,9T01vL,OZS4RDb",0.82658,-0.725
hvwV31P,"tRNjl,rz3o7h899,l0bvM,tQge1r5b,rdOFLw,KWPd5bFK,5kgrl",0.48325,0.127
o6YJyMh2u,"a4lcx,vqAQ4,rKVfyNTm7v,0aQtISU,eJbY2vfRa8,JEjdfvpgW,Fz33Xa5q5",0.90607,0.909
2STd4yKE27,"uyUvp,HB7RYpOv,jLCRRzUJ",0.224,0.113
lUN2FdRWJjn0JZmE0h,"2PHpvtdm,92AQrOJKcD,FNxEN,LcX0Y,bmk10zyt,Se61LV0,SHY1gSJ",0.93487,-0.568
iMV1TNa50gXg2k,"EBvwI7dg,h2QprOx,qxNhkN",0.65379,-0.688
ydWRFA,"5msD70nf2,4ql7RT,JXKO2oH,YKCVp,a0t3M1hDU",0.39388,0.656
88qkA2U0HV,"Mztuf,keTElP,MDE54zCNI,8ytjPT,h9yECbgyY,xplWAucX,uskr9lU",0.66297,-0.421
0WRVFEUJ9v04ZdT3B06n,"AwmtNJ,Dno6h2FY9c,ynFLk7tv",0.15051,0.973
jCoZEEzQpbraDpohxRqK,"7XzYON,CFV8J,nzCdg8mIm,q8eiMEi,kPI8ku24r",0.65921,0.839
0cLpBesZzyluHUST,"a4Nia,hVrQxsQcp2",0.71941,0.79
kGRkUZI,"zvB9dL9mx,2pbXqcpR,eTjwc,LjBRwbVSd",0.18644,-0.05
qIyIXW3r0,E9X16c,0.40509,-0.744
24zbPnDC,"nRu5CGGg,E4QVVfx54,CpU5eZfi,DCFLZZ,2u1gc,F86WDTMr,aRHYA,8fu1A2tJ,nzuT7S,21cBA4zyV",0.32944,0.965
ERNaiLjbT40FA9pM,"ZzcfBNN,FOv16,8tVMBs,3BebQ8FQe",0.01843,-0.346
7Kxc8OGdzQz2CdG0o,"4wbjL8,lmJj3ASx,ZARHaUi,K2NMVol",0.66588,-0.323
0K1uVKQBDuPX0,"8UxOM,b5z6jrA,uzD0b9XS9,Y6Has3O1c3,LqRSBV,5VLBes7f80,jb0jTu5,fUyooFJ,MXVVv,q73EQIHx",0.55316,-0.587
1pm4zEngyg1ToiJ85x,"QX0m68T,PX63ez3n",0.58474,-0.234
5r7O4Xbm1VOJYIVz,"9BVGmtS,1EPbwjfq",0.44267,0.652
bxlrah8JNiv,"Ib3SEKyl,ISVgNoMN,yNoBa,MQ630n6wb,mkv4YqfkxF,63ZGfWA,D2Mib1sRq3",0.59952,0.058
BmtkYN96IIUpJygrMI,"XQyVmX,woWvA,511gPIO6,sKQwH9Ns9R,uHAiSweV,KErt6rIRR,U3a7Bxd,9roRT7rex",0.88969,-0.995
OnetDg2IsYCZjk2Mn,"2ndnqSUS,O2T2COF,5hozhj,90eN0HQ8vl",0.55464,0.969
5tkrBjX41C,mUjXdAF,0.41982,-0.127
kb5BH5v5OhVomCTaG,DhLoq6yt,0.97879,-0.831
KcdVJBtHyQd,"wCmUCNQS,onXlUK,kamf6,HvPEc,doL30zsLAm,3yeV885UH,9crCYx,CEYFOcf,uK5L4Jf,71DkD",0.82601,-0.769
UKYZ1E,"nOG32xEo,5T1GgsQ,wEDM8PK1fJ",0.59479,0.498
IDoLFUs28pU2r9W,"IHNmGr8Jn,kLjoQ",0.33128,-0.841
TIaWJJCxPHKWjQ6I,"Xz9g8,RuYO0Q5",0.62816,-0.875
1FSRaEcfv50gD,"0ZGkN0,mAsHC7hM,zLFua6,J3Mzken,5kXwC1J1",0.96029,0.394
dXuaymwbq9z,mp8tJfPrA,0.74078,-0.601
3Cb5AEiNcoCuPwk,"8A3S2ear,Wp2HD,t8Ng2PR38E,OQuu99,MiQBrHEp",0.07729,-0.941
dYFREuO3r,"XbaF28B,Kpc5zv8qhE",0.15155,0.295
Lp6SZDvn0ZKClyQWCD,RoGan,0.39294,0.569
Ccfxrdv,"SAYQY,WYBzt,mhYQxISax",0.53425,0.014
Xz3QHWQfm7oES3,"w9hd8c,LxhQxVa,0jceER,KQpG5T,ZygcJPn9nk,Fblg8ot0Y,pqXTp,L0lOj3w0IU,iHdnU6Ip6,yADvFyLZGn",0.40996,-0.871
BBlR0CWm1tZ,"AyL53QilQ,JMxGG9skTR,avhrpZ7lA,tEMnCyxC6n,booU13ew8,I8voF4,0yTIxKVY",0.21306,0.563
SGpMCNlI9qtMT9UOkb0,"zrT3LlZwS,fgFhfL,gw94MST,1WEKhFBTz,DIz6sfNg0,xyvCfckr,aFEOKJHHId,AiVmd0H8",0.06703,0.854
pEw6EAPZWC7RS,"GzeXwA,D8l6g,uZm5cjS,yuMN2tM0",0.56304,0.268
86LxM6I,"GcZnbgr,tGJ8jlJfTm,rvoVzGj9p,RNwmf,P342cA,QKG9Ia,miIxBd",0.36687,-0.791
qif0mfxuqns,"eWDGXJ,F4XzPABt,iejY2lS9p,9mNyfMn,0iectk4g,r77J4,xW2GzK53q,FTexBrSNmu,6q18Q08Tth,7NXY0Q",0.85175,-0.177
47bqtze9TcStocodGb,"Fbj5jeEdeN,YyGpvH,xvgY2aD8Rp,tjK6E,1xtJ3CZHY",0.28231,-0.641
Eeyv0tNHvdmY7,"3BmmgdWee,ZUzWY,yF0iMkbZ,O2NrAS,VXhuT",0.513,0.23
YYg6jZloXaLh6,"2cyZG,lO1P0xW",0.66205,0.546
5ve2ZgqkubQbqz0TzYyN,"2GmE0fi5Re,c9xFu7G,dIO0Sp,SBItOby,17o1h",0.92918,0.956
p5O4mbrjEugKo,"CrSycWtLY4,eOWbi,pqIXR62,usD2HPCS,J3O4m6,eW7Mz",0.19105,0.891
JiZwrFq,"WnGtnD,BMSCNIaY0G,qxClYaMGS,Z1xAUH",0.79298,-0.407
WqNZs9wf,"tMKbwidH,gpiHYqqTI,fEtBepo0t,CacQtEBH",0.49635,0.865
LAQUNo7jUfke9q3,"1Os4G,VuViwL,BKD4fB,mmEDYBr",0.09238,-0.344
SWee4cRoTYq,"0VteUh0,cb43vyS9",0.40958,0.517
dYfs4SmQyP22vi7lFvcO,"SDO8xypeh,IjdF7mz6Q,9xUadK",0.72441,0.927
